account_id,account_age_days,timestamp,amount,merchant_category,merchant_name,location_city,location_country,device_type,is_fraud,transaction_id
ACC00001,365,2026-06-28 07:25:58.114231,31.92,entertainment,Netflix,New York,US,mobile_app,0,9a9a4f6d-4057-4b11-b4ee-e34354ad1938
ACC00001,365,2026-06-30 07:45:42.603643,18.53,fashion,Ajio,New York,US,mobile_app,0,e8ded08a-8c2b-45c0-a5e5-d90eb28b6c10
ACC00001,365,2026-07-01 06:36:44.670226,24.59,entertainment,Netflix,New York,US,mobile_app,0,d480ca60-5f83-46a3-b67f-c8fe979382aa
ACC00001,365,2026-07-03 08:57:53.188086,32.4,entertainment,Netflix,New York,US,mobile_app,0,d5be4b4b-f681-4d21-a4bb-c03179e3f902
ACC00001,365,2026-07-04 05:31:52.801111,21.67,fashion,Myntra,New York,US,mobile_app,0,c10dcb4e-3094-468f-8561-a9e18c54063b
ACC00001,365,2026-07-06 03:30:38.585008,20.25,jewelry,Tanishq,New York,US,mobile_app,0,9414084f-843b-4a1d-8259-dff0231c7eaf
ACC00001,365,2026-07-06 10:01:57.103892,27.91,fashion,Zara,New York,US,mobile_app,0,34972cca-cdb2-49d1-9e85-8f6edcf8c657
ACC00001,365,2026-07-13 08:32:36.049375,27.46,fashion,Ajio,New York,US,mobile_app,0,4de509fa-c952-4a38-bea8-d75812b1ae99
ACC00001,365,2026-07-13 13:08:33.387193,27.02,jewelry,Kalyan Jewellers,New York,US,mobile_app,0,e5dd5bf1-383a-4cbf-9463-b588c503568a
ACC00001,365,2026-07-14 07:53:40.855512,24.84,fashion,Zara,New York,US,mobile_app,0,7cc40d53-1d35-42d2-9a33-6c85b9f0fdd7
ACC00001,365,2026-07-17 08:39:25.892655,18.12,fashion,Ajio,New York,US,mobile_app,0,34dd590e-2f35-436a-9ac6-22e9172c4ad5
ACC00001,365,2026-07-17 09:42:59.082941,25.96,jewelry,Tanishq,New York,US,mobile_app,0,c3d87f60-6cdd-4b8a-88a7-49aacec5bcdc
ACC00001,365,2026-07-21 10:12:47.537372,35.34,groceries,DMart,New York,US,mobile_app,0,c4b22609-7dbe-463c-bf8b-799dcc2199bc
ACC00001,365,2026-07-24 07:50:58.743214,24.19,fashion,Myntra,New York,US,mobile_app,0,7f101aec-495d-4223-8f44-6ac71d9a13e9
ACC00001,365,2026-07-29 06:15:09.841093,26.6,fashion,H&M,New York,US,mobile_app,0,1b9e89c7-27fe-4354-aeed-46386247d2e2
ACC00001,365,2026-07-31 10:22:46.122502,26.08,entertainment,BookMyShow,New York,US,mobile_app,0,e1e1ad81-aa41-4df8-8799-0a0329534afe
ACC00001,365,2026-08-02 07:11:08.615110,23.7,jewelry,Tanishq,New York,US,mobile_app,0,8d4e0684-daec-4507-ae2f-762cd73f94f6
ACC00001,365,2026-08-03 11:27:42.618362,11.89,entertainment,Netflix,New York,US,mobile_app,0,4fb494d9-00aa-4c72-aa6f-0e4313c4448e
ACC00001,365,2026-08-06 10:35:43.002689,27.42,groceries,BigBasket,New York,US,mobile_app,0,2c948805-720f-4088-9058-82b8d48141da
ACC00001,365,2026-08-13 08:17:26.218794,22.21,entertainment,Spotify,New York,US,mobile_app,0,eb50687c-8854-4257-a60c-5a29c65f9fbb
ACC00001,365,2026-08-13 12:21:37.496469,15.63,fashion,H&M,New York,US,mobile_app,0,a0c0d4ad-a158-4ddd-9a48-0c9dc1a9c0a1
ACC00001,365,2026-08-14 04:03:37.912473,18.58,entertainment,Spotify,New York,US,mobile_app,0,380da433-1daa-4276-96fb-32458d955b97
ACC00001,365,2026-08-17 12:06:11.957259,31.94,fashion,Myntra,New York,US,mobile_app,0,a2f95aea-d9f1-4e62-9f33-90c860cb645b
ACC00001,365,2026-08-22 07:06:10.402462,24.01,entertainment,Spotify,New York,US,mobile_app,0,b08b2fad-a0f8-4ae1-891c-829e1a2bd1e3
ACC00001,365,2026-08-22 08:58:56.476568,22.74,entertainment,BookMyShow,New York,US,mobile_app,0,d2acd35a-e615-4356-ad29-b0e245fc888d
ACC00001,365,2026-08-25 08:45:40.143973,17.8,groceries,Reliance Fresh,New York,US,mobile_app,0,f2bd526d-c957-4c8a-87cb-99875ab0d37f
ACC00001,365,2026-08-30 11:09:13.192560,25.92,fashion,Myntra,New York,US,mobile_app,0,4f1b46f3-6eff-43c7-bc00-2dcb11b11d02
ACC00001,365,2026-09-01 05:07:49.851648,25.09,jewelry,Tanishq,New York,US,mobile_app,0,29575b67-5fda-4e32-b199-d9392a7c7086
ACC00001,365,2026-09-02 08:49:16.478135,27.12,fashion,Zara,New York,US,mobile_app,0,2445bb35-8f51-4e9c-b2aa-fba79aba989d
ACC00001,365,2026-09-02 12:21:46.827995,33.22,groceries,Zepto,New York,US,mobile_app,0,b42c39e9-da52-4733-920b-d93014c4d290
ACC00001,365,2026-09-03 07:17:46.296277,33.79,groceries,BigBasket,New York,US,mobile_app,0,cf7a7d37-3f0a-4540-8203-9fac5e5b84f5
ACC00001,365,2026-09-09 09:40:22.147943,36.94,fashion,H&M,New York,US,mobile_app,0,d4860345-a7db-4525-b3a8-14ee37fe183d
ACC00001,365,2026-09-10 07:50:00.900209,34.76,groceries,Zepto,New York,US,mobile_app,0,c1d2600c-f469-4440-a9eb-7093de3b3adf
ACC00001,365,2026-09-11 09:26:56.176321,23.21,groceries,Zepto,New York,US,mobile_app,0,06c19de0-0fdc-49e0-8b8f-d5302b4e96ed
ACC00001,365,2026-09-11 12:01:43.619888,25.91,fashion,H&M,New York,US,mobile_app,0,c817e1c5-e273-49b8-aee7-ffa70adcde98
ACC00001,365,2026-09-12 08:20:14.428486,29.39,entertainment,Netflix,New York,US,mobile_app,0,bbca2485-cc2f-4367-907f-7f6309e309a0
ACC00001,365,2026-09-12 11:45:07.437914,23.61,groceries,BigBasket,New York,US,mobile_app,0,42ed2c04-550c-4c8f-b3dc-ac208f154680
ACC00001,365,2026-09-15 07:03:26.642339,28.93,groceries,Zepto,New York,US,mobile_app,0,09ba82ff-40b0-403d-9888-9a430406201c
ACC00001,365,2026-09-21 02:59:56.668944,39.1,entertainment,Spotify,New York,US,mobile_app,0,e80ea2e5-97fc-4b28-b920-86873c9c1431
ACC00002,23,2026-09-01 21:26:03.059907,163.49,dining,Starbucks,Pune,IN,mobile_app,0,1d866973-0fda-475c-b095-ce5c5f2e91e2
ACC00002,23,2026-09-02 15:47:55.977066,194.07,entertainment,Spotify,Pune,IN,mobile_app,0,7cbea013-fed5-45a4-865c-d8f19fc65509
ACC00002,23,2026-09-03 04:57:44.337856,2589.37,electronics_high_value,Apple Store,Kolkata,IN,web_desktop,1,f88b0dc8-2df8-4b13-b0c3-d09733460963
ACC00002,23,2026-09-03 23:28:54.445564,1799.28,crypto_gift,WireQuick,Dubai,AE,web_desktop,1,6a3c6d58-b4a9-4d14-9408-9001ae70b625
ACC00002,23,2026-09-05 19:56:30.424724,175.75,utilities,Tata Power,Pune,IN,mobile_app,0,c3d73a8e-2ff0-49b5-8b57-4b84ad2f69db
ACC00002,23,2026-09-10 19:05:00.740172,329.72,fashion,H&M,Pune,IN,mobile_app,0,699c56dd-68e6-4f64-9237-50b9cc1a782b
ACC00002,23,2026-09-12 20:46:11.142546,213.61,entertainment,Netflix,Pune,IN,mobile_app,0,4c2e02c4-6729-4397-8de9-9d70cc27f084
ACC00002,23,2026-09-14 17:05:43.554752,222.45,entertainment,BookMyShow,Pune,IN,mobile_app,0,24d672c6-148f-46ea-b5e7-c9651ba3255c
ACC00002,23,2026-09-19 14:10:44.168791,180.74,entertainment,Spotify,Pune,IN,mobile_app,0,4852b59a-5214-496e-b15b-c05bdf13721a
ACC00002,23,2026-09-20 02:46:28.146477,2468.49,electronics_high_value,Dell Direct,Chennai,IN,web_desktop,1,d5d9a96a-12d8-43b6-b5aa-ce95175343e6
ACC00002,23,2026-09-20 04:07:57.862268,1787.76,electronics_high_value,Best Buy,Mumbai,IN,web_desktop,1,19591601-8cd9-440e-8131-6b07094ac1d6
ACC00002,23,2026-09-20 04:15:27.309900,2395.26,crypto_gift,WireQuick,Mumbai,IN,web_desktop,1,5eada4bd-b1cc-4daf-a3fa-582eb8301d85
ACC00002,23,2026-09-21 20:19:33.758166,231.25,dining,Domino's,Pune,IN,mobile_app,0,51c9c386-af55-430b-b945-fcbf3372de16
ACC00002,23,2026-09-22 15:15:13.375058,221.85,utilities,Tata Power,Pune,IN,mobile_app,0,d3d99054-ca6b-4eb7-8761-15a316377ad2
ACC00002,23,2026-09-27 16:18:10.726215,295.68,entertainment,Netflix,Pune,IN,mobile_app,0,3f18e8b0-4c05-4bea-8155-8f30d9279568
ACC00002,23,2026-09-28 21:06:36.591376,280.99,utilities,Jio,Pune,IN,mobile_app,0,c685e723-6186-4f9f-bdea-ffa9fbf7eedf
ACC00002,23,2026-10-02 21:29:11.314021,227.47,fashion,H&M,Pune,IN,mobile_app,0,2e783454-21c6-42c8-8a25-80e70de92861
ACC00002,23,2026-10-03 17:53:06.678077,278.91,fashion,Zara,Pune,IN,mobile_app,0,6bf79d42-bc10-49b9-aac2-09287c86e301
ACC00002,23,2026-10-07 16:03:44.949544,334.09,dining,Zomato,Pune,IN,mobile_app,0,59a6e364-5d70-460f-9cdf-f76e3f2afe90
ACC00002,23,2026-10-09 18:13:14.820859,227.4,fashion,Zara,Pune,IN,mobile_app,0,b1632881-fb1f-41bd-9e5e-3cdb188b3a0c
ACC00002,23,2026-10-12 21:43:02.766186,286.31,dining,Starbucks,Pune,IN,mobile_app,0,c1be4252-0a64-4ab9-9269-b2aca42ca237
ACC00002,23,2026-10-17 14:44:35.262060,233.18,utilities,MSEB,Pune,IN,mobile_app,0,0bb9eeb9-7eed-432a-bc09-ad17f4dff6b2
ACC00002,23,2026-10-17 19:37:06.451443,313.17,utilities,Tata Power,Pune,IN,mobile_app,0,d18a3958-2fc7-45fa-a5ec-675bd96d22b5
ACC00002,23,2026-10-18 23:09:26.013876,171.15,utilities,Jio,Pune,IN,mobile_app,0,443be6b1-c638-4918-9e78-06a9a7e736f9
ACC00002,23,2026-10-20 17:08:46.501545,139.84,utilities,MSEB,Pune,IN,mobile_app,0,1ef1c5bd-791d-4337-ba31-a0c889416e46
ACC00002,23,2026-10-20 19:30:10.301539,318.68,fashion,Zara,Pune,IN,mobile_app,0,37337cca-acee-4c5a-9ae2-bf829053831c
ACC00002,23,2026-11-05 20:58:47.298504,305.68,fashion,H&M,Pune,IN,mobile_app,0,e39ba516-d9d0-4247-9ecd-fdb8941bacc2
ACC00002,23,2026-11-11 17:33:31.803671,289.81,entertainment,BookMyShow,Pune,IN,mobile_app,0,6b7e16fa-1352-4637-bd87-ecb3daefa0f0
ACC00002,23,2026-11-11 19:07:00.952177,338.17,utilities,Airtel,Pune,IN,mobile_app,0,076ce25d-a6b0-4288-91d0-82f0826fed21
ACC00002,23,2026-11-14 18:19:32.422658,285.18,dining,Starbucks,Pune,IN,mobile_app,0,92f699cd-3522-4de0-895a-e0fb51d8c7e8
ACC00002,23,2026-11-18 21:31:23.155628,222.81,entertainment,Netflix,Pune,IN,mobile_app,0,737f35fa-8c6f-4459-8bae-3c38ffe08f0e
ACC00002,23,2026-11-18 23:50:44.439520,304.1,fashion,Ajio,Pune,IN,mobile_app,0,00150aa0-7fa0-40c5-819f-0c86e0648fc3
ACC00002,23,2026-11-20 21:56:38.990534,347.4,dining,Starbucks,Pune,IN,mobile_app,0,0b430a82-517e-490a-99b3-cc31bb06c443
ACC00002,23,2026-11-22 23:52:01.473612,146.77,fashion,Ajio,Pune,IN,mobile_app,0,94fa0b10-1938-4ff5-b49b-31dfd5ee3cb4
ACC00002,23,2026-11-26 17:35:14.155660,305.08,dining,Zomato,Pune,IN,mobile_app,0,4763002e-dee9-4c6a-94e9-06104a6eb0e5
ACC00002,23,2026-11-30 16:26:15.056627,293.73,dining,Zomato,Pune,IN,mobile_app,0,3638a9a4-f17a-48da-8e6c-37e02584366a
ACC00002,23,2026-12-03 15:28:38.625155,287.12,entertainment,Spotify,Pune,IN,mobile_app,0,23b72cd4-e3b1-4ce4-b12f-92280275cd81
ACC00002,23,2026-12-06 20:53:03.824168,201.51,utilities,MSEB,Pune,IN,mobile_app,0,c65098b5-1d5c-4044-80f3-87f20c8b5d76
ACC00002,23,2026-12-17 19:48:02.596385,314.37,fashion,Zara,Pune,IN,mobile_app,0,b74ad9ac-a2da-4a35-bec7-48587c08ee7d
ACC00002,23,2026-12-22 13:55:41.932916,232.83,utilities,Jio,Pune,IN,mobile_app,0,7ca346a7-5cf8-4298-bde7-056ebed65190
ACC00002,23,2026-12-23 20:24:13.882836,237.46,dining,Domino's,Pune,IN,mobile_app,0,d72c3f25-a126-41af-9db0-71b361fd8b8b
ACC00002,23,2026-12-25 18:34:52.209278,230.99,utilities,Tata Power,Pune,IN,mobile_app,0,3a35def6-d64d-4990-a999-ba218ba4e26b
ACC00002,23,2026-12-26 18:41:27.570072,238.86,utilities,Tata Power,Pune,IN,mobile_app,0,4455caa3-325b-48b7-bd85-d8c7a3a04f90
ACC00002,23,2026-12-28 18:36:10.463600,254.55,fashion,Myntra,Pune,IN,mobile_app,0,5693c800-5fdc-4546-bbfa-bf9140074ee4
ACC00003,492,2026-05-26 16:12:55.483404,20.09,utilities,Airtel,Kolkata,IN,atm,0,60d4cde0-5a24-4cbc-9e49-c851bfe46152
ACC00003,492,2026-05-28 23:32:37.309974,32.24,entertainment,Netflix,Kolkata,IN,atm,0,7d15e9f3-be0b-4bf2-b000-ee0262eb12b6
ACC00003,492,2026-06-01 20:01:46.399486,20.25,utilities,Jio,Kolkata,IN,atm,0,ae1aea47-a7a2-4800-88fd-503048be174c
ACC00003,492,2026-06-03 21:53:03.173433,19.5,entertainment,BookMyShow,Kolkata,IN,atm,0,51093f30-fd48-4532-98de-ba915c7e9f0d
ACC00003,492,2026-06-06 22:25:28.489579,35.39,utilities,Tata Power,Kolkata,IN,atm,0,59c79739-6d85-49c5-888b-26ab52f589cc
ACC00003,492,2026-06-06 23:21:20.421722,31.21,electronics,Croma,Kolkata,IN,atm,0,3a10a33c-a56a-47ec-acc6-6e5771a73cf0
ACC00003,492,2026-06-11 23:01:32.028113,25.0,entertainment,Netflix,Kolkata,IN,atm,0,cc81a251-c3ed-46a9-8ce1-65d1c81fef84
ACC00003,492,2026-06-12 23:05:47.454607,29.47,electronics,Reliance Digital,Kolkata,IN,atm,0,b8c64e73-8fdf-42b1-9642-2ed0ef426ba5
ACC00003,492,2026-06-16 16:18:47.314151,22.24,utilities,Jio,Kolkata,IN,atm,0,794734c4-1447-4691-82ec-3250ad87597d
ACC00003,492,2026-06-21 21:49:23.114748,31.27,entertainment,Netflix,Kolkata,IN,atm,0,ddc9ceb4-fa54-4812-9021-69f1741bfd09
ACC00003,492,2026-06-28 20:26:30.162619,23.22,entertainment,Netflix,Kolkata,IN,atm,0,51b62642-75e8-4121-81c8-aa4d3a460441
ACC00003,492,2026-06-30 19:11:13.564278,40.33,utilities,Tata Power,Kolkata,IN,atm,0,69100f24-a694-44da-8853-ca81b51262a5
ACC00003,492,2026-07-01 21:24:09.533622,19.88,utilities,Tata Power,Kolkata,IN,atm,0,3b886e07-d3bc-43a2-ad56-da34ee5d923a
ACC00003,492,2026-07-01 23:26:48.571977,32.08,groceries,DMart,Kolkata,IN,atm,0,094ab913-d38f-4356-b053-d73466455c29
ACC00003,492,2026-07-04 17:52:48.607428,28.94,groceries,Zepto,Kolkata,IN,atm,0,070506ae-60ee-46e6-a400-232e55e20f4f
ACC00003,492,2026-07-06 18:48:39.525615,19.97,electronics,Amazon Electronics,Kolkata,IN,atm,0,adc2a18f-059f-4415-8bed-7a51b7177419
ACC00003,492,2026-07-06 20:15:23.759422,36.83,utilities,Jio,Kolkata,IN,atm,0,6137878d-2089-4845-9fed-6c30e09f4b7b
ACC00003,492,2026-07-14 21:03:35.982121,30.02,utilities,Tata Power,Kolkata,IN,atm,0,4a54f700-d639-43f9-a2be-cf208dbf5437
ACC00003,492,2026-07-25 23:26:53.143812,27.07,electronics,Amazon Electronics,Kolkata,IN,atm,0,f6176a0f-27e9-45df-82fd-7135acd38459
ACC00003,492,2026-07-28 23:26:01.437444,20.19,electronics,Croma,Kolkata,IN,atm,0,91453321-89fa-4331-ac1a-117f79c37cb2
ACC00003,492,2026-08-01 23:35:30.437488,21.89,utilities,Tata Power,Kolkata,IN,atm,0,34ee75da-2bed-4376-8684-ab7f54ea4c1c
ACC00003,492,2026-08-02 18:41:03.358900,28.59,entertainment,Spotify,Kolkata,IN,atm,0,55ea2ffa-1567-4a9f-a066-17ca5ffc32e7
ACC00003,492,2026-08-03 23:28:49.585973,12.85,groceries,Zepto,Kolkata,IN,atm,0,00aa90b2-ef37-430e-a0a0-ab589f1f16cd
ACC00003,492,2026-08-05 04:34:52.906661,308.13,crypto_gift,CryptoXchange,Delhi,IN,web_desktop,1,0db26f15-29a9-42e6-9629-7a96a65991f1
ACC00003,492,2026-08-05 23:58:18.655028,371.49,crypto_gift,WireQuick,Bengaluru,IN,web_desktop,1,dd866a07-ffcf-4bab-9454-ae6b6bcb4bb0
ACC00003,492,2026-08-06 21:52:20.965451,25.58,utilities,Airtel,Kolkata,IN,atm,0,98ecab43-c34c-4c47-ae19-d3334637098b
ACC00003,492,2026-08-10 22:00:07.157147,26.22,groceries,DMart,Kolkata,IN,atm,0,8a6d39da-838f-4bb1-8359-cab36909907a
ACC00003,492,2026-08-12 17:38:07.759630,19.13,electronics,Reliance Digital,Kolkata,IN,atm,0,cce64209-d221-43fb-a338-542a1c838074
ACC00003,492,2026-08-13 21:53:46.269240,33.6,electronics,Reliance Digital,Kolkata,IN,atm,0,f974b088-db76-4a1c-b635-4cd5e36a3ee5
ACC00003,492,2026-08-14 16:10:37.446051,29.63,groceries,BigBasket,Kolkata,IN,atm,0,cb7243f1-011f-4a47-aa61-36298938f108
ACC00003,492,2026-08-14 19:25:25.784799,31.4,groceries,BigBasket,Kolkata,IN,atm,0,e46d6deb-c009-4be1-bb67-8e0a1040e248
ACC00003,492,2026-08-15 20:35:56.842482,20.16,entertainment,Spotify,Kolkata,IN,atm,0,3159abc5-18dc-4c8c-947a-dd095d35f10a
ACC00003,492,2026-08-16 20:39:22.125851,19.13,electronics,Croma,Kolkata,IN,atm,0,e5d1d8cb-b6fb-48ed-b42e-37f2e99782cf
ACC00003,492,2026-08-18 23:48:15.610896,24.18,groceries,Reliance Fresh,Kolkata,IN,atm,0,b248d3ae-dc11-456e-80fe-603929d5663b
ACC00003,492,2026-08-20 23:42:10.156527,34.08,groceries,DMart,Kolkata,IN,atm,0,7bf1a7df-bed7-4690-aa59-1a8d4909c6c3
ACC00003,492,2026-08-21 18:29:36.159322,11.41,groceries,DMart,Kolkata,IN,atm,0,ed8beabe-5456-4fca-8084-4ec9ee3ec30f
ACC00003,492,2026-08-29 18:41:23.598482,11.35,utilities,Jio,Kolkata,IN,atm,0,440acd54-054d-4f74-82e6-79a799e9fb03
ACC00003,492,2026-09-03 22:57:07.368486,21.1,electronics,Croma,Kolkata,IN,atm,0,5eeb0cb4-7269-4ba8-955e-ed37b9214e7f
ACC00003,492,2026-09-10 19:35:09.929405,21.88,entertainment,Netflix,Kolkata,IN,atm,0,8eeaeccf-7362-4838-957d-28232d372404
ACC00003,492,2026-09-11 16:05:23.595721,26.09,electronics,Amazon Electronics,Kolkata,IN,atm,0,6bc9db36-3153-43a6-addb-61c2736b8549
ACC00003,492,2026-09-13 19:43:40.605055,19.97,utilities,MSEB,Kolkata,IN,atm,0,9a55c2b4-db3a-481a-b4ef-84c604763acf
ACC00003,492,2026-09-13 21:52:51.007080,23.79,groceries,Zepto,Kolkata,IN,atm,0,40d6e06a-c689-42c4-98e6-16746222dae1
ACC00003,492,2026-09-17 23:53:32.000103,34.0,electronics,Croma,Kolkata,IN,atm,0,11f6752e-6fb3-4c9a-a443-dc27b0cb2dbe
ACC00003,492,2026-09-19 20:23:03.929378,20.38,utilities,MSEB,Kolkata,IN,atm,0,c9cc21ca-78f0-4043-b101-164389be9e7d
ACC00004,714,2026-05-27 08:14:03.362117,30.05,electronics,Croma,New York,US,pos_terminal,0,97696233-6df6-4d31-b601-1c81cefb6803
